check_id,family,section,condition,result,evidence,owner,notes
WEB-014,WEB,"Test browser, accessibility, and compatibility","Test local draft isolation across cases, tabs, users, and browser restarts",OPEN,artifact:gates/browser/browser-gates.txt,decision owner (run caos/frontend/scripts/draft-history-smoke.mjs against the candidate and retain its report),"draft history across cases and routes is driven by the workbench smoke; isolation across tabs, users and browser restarts is the draft-history smoke, which has no retained result on this candidate [PERIMETER_LEDGER: retained-test]"
WEB-015,WEB,"Test browser, accessibility, and compatibility","Capture approved preview and publication screenshots for every pathway and representative dense, long-text, multilingual, conditional, held, and filed state",OPEN,artifact:gates/browser/browser-gates.txt,credit analysts / design owner (REV-006 approved screenshots),"the smoke keeps screenshots only on failure and every engine passed, so no approved preview or publication screenshot per pathway and state was captured on this candidate [PERIMETER_LEDGER: candidate-harness]"
PERF-001,PERF,Test the declared enterprise profile,Prove admission refuses the twenty-first active job before allocating provider or worker capacity,PASS,junit:caos.tests.spec.test_limits_spec::test_active_job_ceiling_refuses_the_twenty_first_before_any_reservation;junit:caos.tests.spec.test_runs_spec::test_admission_ceiling_is_derived_and_capacity_returns_on_completion;junit:caos.tests.test_audit_regressions::test_queue_build_shares_the_admission_ceiling;artifact:gates/stack/capacity-limits.json,,"limits over HTTP: 25 jobs → 20 admitted, 5 ADMISSION_BUSY, 20 terminal; in-process proof in test_limits_spec [PERIMETER_LEDGER: retained-test]"
PERF-002,PERF,Test the declared enterprise profile,"Prove per-subject stream, preview, and request ceilings do not affect other subjects",PASS,junit:caos.tests.spec.test_limits_spec::test_stream_ceiling_at_and_above_is_per_subject_and_returned;junit:caos.tests.spec.test_limits_spec::test_preview_ceiling_at_and_above_is_per_subject_and_returned;junit:caos.tests.spec.test_limits_spec::test_rate_ceiling_exactly_at_the_limit_is_admitted_and_one_more_is_refused;artifact:gates/stack/capacity-limits.json,,"limits over HTTP: streams [200,200,200,200], fifth 429, other subject 200, after release 200; previews [422,422,429]; rate 300 admitted then refused [PERIMETER_LEDGER: retained-test]"
PERF-003,PERF,Test the declared enterprise profile,Hold 20 route-balanced runs across all six pathways and both depths with mixed deterministic and agent modules without cross-case data or event leakage,PROVED HOST CONTROL,artifact:soak/profile/profile.json;artifact:soak/soak-launch.txt,enterprise test owner (live credential) / model risk,"soak: 20 jobs across six pathways at both depths for 8 h, leakage [] on every sample; module execution was the host-control binding, so the mixed agent half is orchestration proof only [PERIMETER_LEDGER: candidate-harness]"
PERF-004,PERF,Test the declared enterprise profile,Upload maximum-size supported files concurrently and preserve atomic intake,PASS,junit:caos.tests.spec.test_limits_spec::test_source_size_ceiling_below_at_and_above_refuses_before_scan_or_vault;junit:caos.tests.spec.test_intake_spec::test_one_refused_file_refuses_the_whole_pack_and_admits_nothing;junit:caos.tests.test_postgres_races::test_concurrent_identical_intake_packs_admit_one_pack;artifact:gates/stack/capacity-limits.json;artifact:soak/profile/profile.json,,"limits: 25 MiB → 201, 25 MiB + 1 → 413; soak: 8,000 concurrent uploads (every 500th 25 MiB) → 201 8,000; atomic intake pinned by test_intake_spec [PERIMETER_LEDGER: retained-test]"
PERF-005,PERF,Test the declared enterprise profile,List 100 cases without loading evidence-block bodies and keep response growth proportional to returned metadata,PASS,junit:caos.tests.test_source_ingestion::test_pathway_fit_never_reads_the_blocks_column;artifact:soak/profile/profile.json,,"soak store held 112 cases; list_cases 281,945 reads, p95 1.28 s; the list route never reads the blocks column (retained test). The p95 itself is PERF-009's finding, not this check's [PERIMETER_LEDGER: candidate-harness]"
PERF-006,PERF,Test the declared enterprise profile,"Exercise 100-document source lists, source-set pins, withdrawals, and audit export",OPEN,artifact:soak/profile/profile.json;artifact:soak/attempt-1-manifest-ceiling/soak-launch.txt,"enterprise test owner (REV-015: declared profile vs the 2,000-row manifest ceiling)","100 documents per case exceed the 2,000-row manifest ceiling (attempt 1: every run refused AGENT_BUDGET_EXCEEDED); the retained soak ran 80 documents per case, so the 100-document source list was not exercised [PERIMETER_LEDGER: candidate-harness]"
PERF-007,PERF,Test the declared enterprise profile,Generate simultaneous model previews and verify no persisted transient state,PASS,junit:caos.tests.spec.test_model_builder_spec::test_preview_and_signoff_share_exact_calculation_and_previews_persist_nothing;junit:caos.tests.spec.test_model_builder_spec::test_scenario_and_one_way_are_transient_with_registry_guardrails;junit:caos.tests.spec.test_limits_spec::test_preview_ceiling_at_and_above_is_per_subject_and_returned;artifact:gates/stack/capacity-limits.json,,"previews ceiling over HTTP [422,422,429]; simultaneous previews persist nothing is the retained in-process proof (test_limits_spec, test_model_builder_spec preview tests) [PERIMETER_LEDGER: retained-test]"
PERF-008,PERF,Test the declared enterprise profile,"Queue concurrent model builds and exports and verify fair, bounded worker progress",PASS,junit:caos.tests.spec.test_model_builder_spec::test_concurrent_queue_is_idempotent_and_attributes_the_winner;junit:caos.tests.test_postgres_races::test_model_build_claim_race_has_one_executor,,"retained tests: concurrent queue idempotent, bounded worker progress, dead-claim requeue (test_model_builder_spec, test_worker, test_single_instance) [PERIMETER_LEDGER: retained-test]"
PERF-009,PERF,Test the declared enterprise profile,Keep non-provider API reads below 1s at the 95th percentile in the declared lab profile,FAIL,artifact:soak/profile/profile.json;artifact:soak/profile/samples.jsonl,"enterprise test owner / decision owner (profile, hardware or a new candidate)","NOT MET: in the declared profile on one instance list_cases p95 1.28 s, list_sources p95 1.41 s, case_detail p95 1.20 s, accept p95 2.23 s at 76–97 % app CPU (profile.json) [PERIMETER_LEDGER: candidate-harness]"
PERF-010,PERF,Test the declared enterprise profile,Deliver persisted run events to connected browsers within 2s at the 95th percentile after commit,OPEN,junit:caos.tests.spec.test_http_contracts_spec::test_run_events_sse_tails_the_event_log_with_last_event_id_resume;artifact:soak/profile/profile.json,enterprise test owner (harness measurement of commit-to-delivery latency),"stream_open p95 0.65 s retained (94,203 opens); the SSE tail is proven in-suite; the commit-to-browser delivery latency itself is not measured by the harness [PERIMETER_LEDGER: candidate-harness]"
PERF-011,PERF,Test the declared enterprise profile,Keep the browser responsive during maximum-length tables and event histories,OPEN,artifact:gates/browser/browser-gates.txt,REV-010 accessibility reviewer / decision owner,first-page DCL/FCP budgets enforced on Chromium (61/152 ms) and the ready-model worksheet fixture scanned; maximum-length tables and event histories were not driven on this candidate [PERIMETER_LEDGER: candidate-harness]
PERF-012,PERF,Test the declared enterprise profile,"Record CPU, memory, database connections, checkpoint size, vault growth, and export storage during the full test",PASS,artifact:soak/profile/samples.jsonl;artifact:soak/profile/profile.json,,"631 samples over 8 h: container CPU and memory, database connections, checkpoint bytes, vault KiB (exports live in the vault) [PERIMETER_LEDGER: candidate-harness]"
PERF-013,PERF,Test the declared enterprise profile,"Run an eight-hour route-balanced soak with repeated upload, run, accept, model, draft, freeze, approve, receipt, download, and audit-export cycles, including representative faults under saturation",OPEN,artifact:soak/profile/profile.json;artifact:soak/soak-launch.txt;artifact:soak/attempt-1-manifest-ceiling/soak-launch.txt,"decision owner (the profile drives upload/run/accept/stream/preview only; model, draft, freeze, approve, receipt, download and audit-export cycles need a binding that yields a READY model)","eight hours, route-balanced, worker hard-restart every 2 h, 6,291 runs accepted, no driver error; but the declared cycle beyond acceptance was not exercised (previews 422: no READY build under host control) and the profile ran at 80 documents per case [PERIMETER_LEDGER: candidate-harness]"
PERF-014,PERF,Test the declared enterprise profile,"Finish the soak with no leaked jobs, permits, file handles, database connections, or growing orphan state",OPEN,artifact:soak/profile/samples.jsonl;artifact:soak/profile/profile.json,"ER-L4 (post-soak leak check: jobs, permits, handles, connections, orphan rows from the last samples and the final snapshot)","last samples read bounded (memory 545–780 MiB, connections back to 14, vault and checkpoints flat from the midpoint); the formal comparison the loop owes is not in the log [PERIMETER_LEDGER: candidate-harness]"
PERF-015,PERF,Test the declared enterprise profile,"Repeat all six golden journeys after the soak and compare authority, model hashes, filed bytes, and audit reconstruction to the pre-soak baseline",OPEN,artifact:soak/baseline-pre.json;artifact:soak/pre-soak-authority.json,"ER-L4 (post-soak six journeys, authority diff, model hashes, filed bytes, offline reconstruction against the pre-soak baseline)",pre-soak baseline and authority snapshot retained; the post-soak comparison was never run (the clamav container was OOM-killed at 03:31Z and its restart must be logged first) [PERIMETER_LEDGER: candidate-harness]
REV-001,REV,Review the application manually,two analysts independently compare every golden result with the source pack and answer key,OPEN,artifact:reviews/REV-001.md,two independent credit analysts,Credit analyst blind review: prepared record OUTSTANDING — not returned by the reviewer
